0.95,13040
0.955,13850
0.96,14720
0.965,15960
0.97,16960
0.975,18350
0.98,19880
0.985,21640
0.99,23730
0.991,24220
0.992,24890
0.993,25120
0.994,25960
0.995,26410
0.996,26900
0.997,27590
0.998,28180
0.999,28860
0.9995,29080
1,29490
